;Industry/Vertical
3380;Fintech
3381;Food & Beverages
3382;EdTech
3383;Automotive
3384;EdTech
3385;Fashion
3386;Fintech
3387;Other
3388;EdTech
3389;Fintech
3390;Platforms & Social Media
3391;Fintech
3392;Technology
3393;Technology
3394;EdTech
3395;Platforms & Social Media
3396;Real Estate
3397;Fintech
3398;Other
3399;IT
3400;Gaming
3401;SaaS
3402;Other
3403;Other
3404;Food & Beverages
3405;Technology
3406;Platforms & Social Media
3407;Agritech
3408;SaaS
3409;Entertainment
3410;SaaS
3411;Agritech
3412;Fashion
3413;Fintech
3414;Health & Fitness
3415;Other
3416;Agritech
3417;Logistics & Supply Chain
3418;Fintech
3419;EdTech
3420;Food & Beverages
3421;Platforms & Social Media
3422;Other
3423;Energy
3424;IT
3425;SaaS
3426;EdTech
3427;Food & Beverages
3428;Energy
3429;Automotive
3430;Technology
3431;Health & Fitness
3432;Entertainment
3433;SaaS
3434;E-commerce
3435;Fintech
3436;Fintech
3437;EdTech
3438;Automotive
3439;Food & Beverages
3440;Fintech
3441;EdTech
3442;EdTech
3443;SaaS
3444;Entertainment
3445;SaaS
3446;Technology
3447;Fintech
3448;Fintech
3449;EdTech
3450;Food & Beverages
3451;Consulting
3452;Gaming
3453;Platforms & Social Media
3454;Hospitality
3455;Platforms & Social Media
3456;Platforms & Social Media
3457;Fintech
3458;Fintech
3459;AI
3460;Food & Beverages
3461;SaaS
3462;Retail
3463;IT
3464;Health & Fitness
3465;Transportation
3466;Platforms & Social Media
3467;Fintech
3468;Technology
3469;Fintech
3470;Technology
3471;Other
3472;Fintech
3473;EdTech
3474;EdTech
3475;Health & Fitness
3476;Entertainment
3477;Health & Fitness
3478;SaaS
3479;Fintech
3480;Health & Fitness
3481;EdTech
3482;E-commerce
3483;Food & Beverages
3484;AI
3485;EdTech
3486;Health & Fitness
3487;AI
3488;Gaming
3489;Fintech
3490;Health & Fitness
3491;E-commerce
3492;Gaming
3493;Fintech
3494;Food & Beverages
3495;Other
3496;Health & Fitness
3497;IT
3498;SaaS
3499;Health & Fitness
3500;Technology
3501;SaaS
3502;Fintech
3503;E-commerce
3504;Health & Fitness
3505;Health & Fitness
3506;Fintech
3507;Fintech
3508;Health & Fitness
3509;SaaS
3510;E-commerce
3511;Fintech
3512;Health & Fitness
3513;Agritech
3514;Other
3515;Entertainment
3516;EdTech
3517;Retail
3518;Food & Beverages
3519;Health & Fitness
3520;EdTech
3521;E-commerce
3522;Platforms & Social Media
3523;Automotive
3524;SaaS
3525;Fintech
3526;Fashion
3527;EdTech
3528;Food & Beverages
3529;Technology
3530;Automotive
3531;EdTech
3532;EdTech
3533;IT
3534;E-commerce
3535;Consulting
3536;Health & Fitness
3537;Other
3538;Platforms & Social Media
3539;Food & Beverages
3540;EdTech
3541;EdTech
3542;AI
3543;Logistics & Supply Chain
3544;Gaming
3545;AI
3546;Hospitality
3547;Agritech
3548;EdTech
3549;Health & Fitness
3550;Fintech
3551;Agritech
3552;Agritech
3553;EdTech
3554;Platforms & Social Media
3555;Fintech
3556;Platforms & Social Media
3557;Food & Beverages
3558;Health & Fitness
3559;Fashion
3560;Food & Beverages
3561;Food & Beverages
3562;Food & Beverages
3563;IT
3564;E-commerce
3565;Fintech
3566;Fintech
3567;Gaming
3568;Fintech
3569;Consulting
3570;Fintech
3571;Fintech
3572;AI
3573;IT
3574;Food & Beverages
3575;E-commerce
3576;Agritech
3577;Logistics & Supply Chain
3578;Fintech
3579;EdTech
3580;Technology
3581;Entertainment
3582;E-commerce
3583;E-commerce
3584;Retail
3585;Health & Fitness
3586;Other
3587;Fintech
3588;IT
3589;SaaS
3590;Fintech
3591;Energy
3592;Fintech
3593;EdTech
3594;IT
3595;SaaS
3596;Fintech
3597;Health & Fitness
3598;Health & Fitness
3599;Other
3600;Consulting
3601;Other
3602;Fintech
3603;EdTech
3604;Other
3605;Logistics & Supply Chain
3606;Fintech
3607;Fintech
3608;Agritech
3609;Technology
3610;Energy
3611;SaaS
3612;Platforms & Social Media
3613;Gaming
3614;E-commerce
3615;Platforms & Social Media
3616;SaaS
3617;E-commerce
3618;Fintech
3619;EdTech
3620;Gaming
3621;Health & Fitness
3622;Fintech
3623;Platforms & Social Media
3624;E-commerce
3625;Agritech
3626;Real Estate
3627;Fintech
3628;E-commerce
3629;EdTech
3630;Fintech
3631;Fintech
3632;SaaS
3633;EdTech
3634;SaaS
3635;Platforms & Social Media
3636;EdTech
3637;Health & Fitness
3638;Health & Fitness
3639;EdTech
3640;Fintech
3641;Marketplace
3642;EdTech
3643;E-commerce
3644;Health & Fitness
3645;Fintech
3646;Fintech
3647;Technology
3648;EdTech
3649;SaaS
3650;Food & Beverages
3651;Technology
3652;Platforms & Social Media
3653;Fashion
3654;Gaming
3655;Fintech
3656;Fashion
3657;Transportation
3658;EdTech
3659;Other
3660;Fintech
3661;Gaming
3662;Fashion
3663;Energy
3664;Other
3665;Fintech
3666;Fintech
3667;Health & Fitness
3668;EdTech
3669;Automotive
3670;Consulting
3671;Agritech
3672;Agritech
3673;Fintech
3674;Food & Beverages
3675;Fintech
3676;Food & Beverages
3677;EdTech
3678;Other
3679;Fintech
3680;Fintech
3681;E-commerce
3682;E-commerce
3683;Other
3684;IT
3685;EdTech
3686;Agritech
3687;Platforms & Social Media
3688;Consulting
3689;Media
3690;EdTech
3691;Health & Fitness
3692;Food & Beverages
3693;Fintech
3694;Gaming
3695;Gaming
3696;Fintech
3697;Consulting
3698;EdTech
3699;Fintech
3700;Health & Fitness
3701;Fintech
3702;Fashion
3703;Media
3704;EdTech
3705;Health & Fitness
3706;Fintech
3707;Agritech
3708;E-commerce
3709;Health & Fitness
3710;Hospitality
3711;Agritech
3712;Fintech
3713;EdTech
3714;EdTech
3715;Health & Fitness
3716;E-commerce
3717;Health & Fitness
3718;EdTech
3719;Entertainment
3720;Other
3721;Health & Fitness
3722;Energy
3723;EdTech
3724;Health & Fitness
3725;EdTech
3726;Fintech
3727;Platforms & Social Media
3728;Other
3729;Fintech
3730;AI
3731;EdTech
3732;Fintech
3733;EdTech
3734;EdTech
3735;E-commerce
3736;Fintech
3737;Transportation
3738;Health & Fitness
3739;Health & Fitness
3740;Health & Fitness
3741;Fintech
3742;EdTech
3743;Real Estate
3744;Fintech
3745;E-commerce
3746;Health & Fitness
3747;Platforms & Social Media
3748;SaaS
3749;SaaS
3750;IT
3751;EdTech
3752;Food & Beverages
3753;Fintech
3754;Fintech
3755;Platforms & Social Media
3756;Platforms & Social Media
3757;Fintech
3758;E-commerce
3759;Fintech
3760;Hospitality
3761;Gaming
3762;Automotive
3763;EdTech
3764;Health & Fitness
3765;Transportation
3766;Health & Fitness
3767;E-commerce
3768;Health & Fitness
3769;EdTech
3770;Fintech
3771;Health & Fitness
3772;Fintech
3773;Health & Fitness
3774;Gaming
3775;Entertainment
3776;Health & Fitness
3777;Agritech
3778;Consulting
3779;EdTech
3780;Health & Fitness
3781;Fintech
3782;Food & Beverages
3783;Media
3784;IT
3785;Technology
3786;Consulting
3787;Gaming
3788;Agritech
3789;Entertainment
3790;Fintech
3791;Fintech
3792;E-commerce
3793;Health & Fitness
3794;Agritech
3795;Other
3796;Fintech
3797;IT
3798;Technology
3799;Fintech
3800;EdTech
3801;Fintech
3802;Health & Fitness
3803;EdTech
3804;Fashion
3805;Fintech
3806;Health & Fitness
3807;Other
3808;AI
3809;Health & Fitness
3810;Fintech
3811;Fintech
3812;Fintech
3813;Health & Fitness
3814;Technology
3815;Health & Fitness
3816;Technology
3817;Health & Fitness
3818;Other
3819;Gaming
3820;Automotive
3821;IT
3822;Energy
3823;Health & Fitness
3824;Gaming
3825;Fintech
3826;Other
3827;Health & Fitness
3828;Fintech
3829;Consulting
3830;AI
3831;Fintech
3832;Fintech
3833;Fintech
3834;Other
3835;Other
3836;Fintech
3837;Fintech
3838;Fintech
3839;Fintech
3840;Hospitality
3841;Health & Fitness
3842;Health & Fitness
3843;EdTech
3844;Other
3845;Fintech
3846;Fintech
3847;Gaming
3848;EdTech
3849;E-commerce
3850;Fintech
3851;Platforms & Social Media
3852;Fintech
3853;Platforms & Social Media
3854;Gaming
3855;E-commerce
3856;Other
3857;E-commerce
3858;SaaS
3859;EdTech
3860;E-commerce
3861;Automotive
3862;Fintech
3863;Fintech
3864;EdTech
3865;EdTech
3866;Consulting
3867;Other
3868;IT
3869;Fintech
3870;AI
3871;EdTech
3872;EdTech
3873;E-commerce
3874;Fintech
3875;SaaS
3876;Health & Fitness
3877;Health & Fitness
3878;Technology
3879;E-commerce
3880;Health & Fitness
3881;SaaS
3882;Health & Fitness
3883;Energy
3884;E-commerce
3885;IT
3886;Energy
3887;IT
3888;EdTech
3889;Fintech
3890;Fintech
3891;Food & Beverages
3892;Other
3893;Fintech
3894;IT
3895;Health & Fitness
3896;Health & Fitness
3897;Other
3898;EdTech
3899;Gaming
3900;IT
3901;Retail
3902;Food & Beverages
3903;Energy
3904;Fintech
3905;Technology
3906;Agritech
3907;IT
3908;Food & Beverages
3909;IT
3910;Food & Beverages
3911;EdTech
3912;AI
3913;IT
3914;Logistics & Supply Chain
3915;Hospitality
3916;Fashion
3917;E-commerce
3918;Fintech
3919;Consulting
3920;Transportation
3921;Consulting
3922;Food & Beverages
3923;EdTech
3924;EdTech
3925;Automotive
3926;Fintech
3927;Fintech
3928;SaaS
3929;Health & Fitness
3930;Energy
3931;Fintech
3932;Entertainment
3933;Food & Beverages
3934;Fintech
3935;Fintech
3936;Fintech
3937;Fintech
3938;Entertainment
3939;Platforms & Social Media
3940;Consulting
3941;Retail
3942;Fintech
3943;Fintech
3944;Other
3945;Fintech
3946;E-commerce
3947;E-commerce
3948;EdTech
3949;EdTech
3950;Technology
3951;Consulting
3952;E-commerce
3953;Platforms & Social Media
3954;Retail
3955;Health & Fitness
3956;Fashion
3957;Automotive
3958;EdTech
3959;Fintech
3960;EdTech
3961;Fashion
3962;Real Estate
3963;Consulting
3964;AI
3965;Entertainment
3966;Energy
3967;Fintech
3968;AI
3969;IT
3970;Fintech
3971;SaaS
3972;EdTech
3973;Fintech
3974;Fintech
3975;Other
3976;Platforms & Social Media
3977;EdTech
3978;Consulting
3979;Health & Fitness
3980;Agritech
3981;Fintech
3982;Fintech
3983;Automotive
3984;IT
3985;Entertainment
3986;Fintech
3987;Health & Fitness
3988;Health & Fitness
3989;EdTech
3990;SaaS
3991;Fashion
3992;Consulting
3993;Health & Fitness
3994;Fintech
3995;EdTech
3996;Fintech
3997;Technology
3998;IT
3999;Consulting
4000;Fintech
4001;Fintech
4002;Logistics & Supply Chain
4003;AI
4004;AI
4005;AI
4006;Retail
4007;EdTech
4008;Health & Fitness
4009;SaaS
4010;Transportation
4011;EdTech
4012;E-commerce
4013;Fintech
4014;Fintech
4015;Platforms & Social Media
4016;Fintech
4017;IT
4018;Logistics & Supply Chain
4019;EdTech
4020;Platforms & Social Media
4021;Fashion
4022;Health & Fitness
4023;IT
4024;Health & Fitness
4025;SaaS
4026;Other
4027;Logistics & Supply Chain
4028;EdTech
4029;EdTech
4030;Fintech
4031;EdTech
4032;Health & Fitness
4033;Fashion
4034;Fintech
4035;Logistics & Supply Chain
4036;Health & Fitness
4037;Agritech
4038;Automotive
4039;EdTech
4040;Fintech
4041;E-commerce
4042;Health & Fitness
4043;E-commerce
4044;Health & Fitness
4045;Food & Beverages
4046;Fintech
4047;IT
4048;Logistics & Supply Chain
4049;Fintech
4050;Energy
4051;Consulting
4052;EdTech
4053;Logistics & Supply Chain
4054;SaaS
4055;Automotive
4056;Health & Fitness
4057;Health & Fitness
4058;Fintech
4059;SaaS
4060;Logistics & Supply Chain
4061;E-commerce
4062;EdTech
4063;Health & Fitness
4064;SaaS
4065;Fintech
4066;Logistics & Supply Chain
4067;Fintech
4068;Fintech
4069;Consulting
4070;Fashion
4071;Other
4072;SaaS
4073;Fintech
4074;Health & Fitness
4075;SaaS
4076;SaaS
4077;EdTech
4078;Fintech
4079;AI
4080;Platforms & Social Media
4081;Agritech
4082;Fintech
4083;Fintech
4084;Health & Fitness
4085;EdTech
4086;Fintech
4087;Fintech
4088;E-commerce
4089;EdTech
4090;Fintech
4091;Health & Fitness
4092;Technology
4093;Fintech
4094;Platforms & Social Media
4095;SaaS
4096;Consulting
4097;Automotive
4098;Real Estate
4099;Fintech
4100;EdTech
4101;EdTech
4102;Health & Fitness
4103;Food & Beverages
4104;IT
4105;Automotive
4106;Automotive
4107;Health & Fitness
4108;Health & Fitness
4109;EdTech
4110;E-commerce
4111;E-commerce
4112;Fintech
4113;SaaS
4114;EdTech
4115;Logistics & Supply Chain
4116;Gaming
4117;Health & Fitness
4118;EdTech
4119;Fintech
4120;Entertainment
4121;IT
4122;Health & Fitness
4123;SaaS
4124;Fashion
4125;IT
4126;Automotive
4127;Energy
4128;Health & Fitness
4129;IT
4130;SaaS
4131;EdTech
4132;Energy
4133;IT
4134;Hospitality
4135;Automotive
4136;Health & Fitness
4137;Automotive
4138;EdTech
4139;Logistics & Supply Chain
4140;Food & Beverages
4141;Health & Fitness
4142;Fintech
4143;Automotive
4144;Fintech
4145;EdTech
4146;Consulting
4147;Real Estate
4148;E-commerce
4149;SaaS
4150;Media
4151;Health & Fitness
4152;Health & Fitness
4153;Other
4154;IT
4155;Gaming
4156;EdTech
4157;Automotive
4158;Media
4159;IT
4160;IT
4161;Food & Beverages
4162;Health & Fitness
4163;EdTech
4164;Automotive
4165;SaaS
4166;SaaS
4167;Health & Fitness
4168;Other
4169;Food & Beverages
4170;Other
4171;SaaS
4172;EdTech
4173;Health & Fitness
4174;Logistics & Supply Chain
4175;Consulting
4176;SaaS
4177;Health & Fitness
4178;Consulting
4179;Automotive
4180;Health & Fitness
4181;Logistics & Supply Chain
4182;Food & Beverages
4183;Other
4184;Health & Fitness
4185;EdTech
4186;SaaS
4187;Fintech
4188;Other
4189;Automotive
4190;Health & Fitness
4191;Consulting
4192;Health & Fitness
4193;Food & Beverages
4194;Automotive
4195;Marketplace
4196;Health & Fitness
4197;Fintech
4198;Health & Fitness
4199;Fintech
4200;EdTech
4201;Energy
4202;Health & Fitness
4203;SaaS
4204;IT
4205;IT
4206;IT
4207;IT
4208;Agritech
4209;Real Estate
4210;Hospitality
4211;SaaS
4212;Health & Fitness
4213;Automotive
4214;SaaS
4215;EdTech
4216;EdTech
4217;Platforms & Social Media
4218;EdTech
4219;Health & Fitness
4220;Food & Beverages
4221;Platforms & Social Media
4222;IT
4223;EdTech
4224;Food & Beverages
4225;Food & Beverages
4226;EdTech
4227;Fashion
4228;SaaS
4229;Consulting
4230;Energy
4231;SaaS
4232;SaaS
4233;Automotive
4234;Technology
4235;Food & Beverages
4236;SaaS
4237;E-commerce
4238;Automotive
4239;Fintech
4240;Food & Beverages
4241;Food & Beverages
4242;Gaming
4243;SaaS
4244;Other
4245;IT
4246;Health & Fitness
4247;Fintech
4248;EdTech
4249;IT
4250;IT
4251;Health & Fitness
4252;Fintech
4253;IT
4254;IT
4255;Health & Fitness
4256;Health & Fitness
4257;SaaS
4258;Food & Beverages
4259;EdTech
4260;SaaS
4261;SaaS
4262;Logistics & Supply Chain
4263;Retail
4264;EdTech
4265;Transportation
4266;Hospitality
4267;SaaS
4268;SaaS
4269;Other
4270;Fintech
4271;SaaS
4272;Entertainment
4273;Entertainment
4274;Fintech
4275;SaaS
4276;Fintech
4277;Food & Beverages
4278;IT
4279;Fashion
4280;Logistics & Supply Chain
4281;Entertainment
4282;Health & Fitness
4283;Retail
4284;EdTech
4285;Health & Fitness
4286;Entertainment
4287;Consulting
4288;Gaming
4289;Fintech
4290;Logistics & Supply Chain
4291;Health & Fitness
4292;Retail
4293;EdTech
4294;Health & Fitness
4295;Entertainment
4296;Gaming
4297;Food & Beverages
4298;Other
4299;Health & Fitness
4300;SaaS
4301;Fintech
4302;SaaS
4303;IT
4304;Fintech
4305;SaaS
4306;IT
4307;IT
4308;Health & Fitness
4309;IT
4310;Other
4311;Automotive
4312;IT
4313;SaaS
4314;Logistics & Supply Chain
4315;Fintech
4316;Fintech
4317;Food & Beverages
4318;SaaS
4319;SaaS
4320;Automotive
4321;Fintech
4322;SaaS
4323;Automotive
4324;Agritech
4325;Technology
4326;Fintech
4327;Hospitality
4328;IT
4329;Fintech
4330;Other
4331;Health & Fitness
4332;E-commerce
4333;EdTech
4334;Marketplace
4335;SaaS
4336;EdTech
4337;Food & Beverages
4338;Fintech
4339;Health & Fitness
4340;Retail
4341;Gaming
4342;SaaS
4343;Media
4344;Transportation
4345;SaaS
4346;EdTech
4347;Other
4348;EdTech
4349;Technology
4350;EdTech
4351;EdTech
4352;Fintech
4353;Logistics & Supply Chain
4354;Fintech
4355;EdTech
4356;Platforms & Social Media
4357;Logistics & Supply Chain
4358;Fintech
4359;Fintech
4360;Automotive
4361;Food & Beverages
4362;SaaS
4363;Fintech
4364;Fintech
4365;Fintech
4366;Health & Fitness
4367;Media
4368;Logistics & Supply Chain
4369;Health & Fitness
4370;EdTech
4371;EdTech
4372;Fintech
4373;Agritech
4374;Other
4375;Fintech
4376;Technology
4377;Entertainment
4378;Health & Fitness
4379;SaaS
4380;SaaS
4381;Other
4382;SaaS
4383;Fashion
4384;IT
4385;Logistics & Supply Chain
4386;Logistics & Supply Chain
4387;Health & Fitness
4388;Other
4389;Automotive
4390;Food & Beverages
4391;EdTech
4392;Automotive
4393;Fintech
4394;EdTech
4395;IT
4396;Entertainment
4397;Platforms & Social Media
4398;Automotive
4399;SaaS
4400;IT
4401;Fintech
4402;Fintech
4403;Automotive
4404;Other
4405;Fintech
4406;Entertainment
4407;IT
4408;Fintech
4409;Fintech
4410;Food & Beverages
4411;Fintech
4412;Health & Fitness
4413;Health & Fitness
4414;Food & Beverages
4415;Logistics & Supply Chain
4416;Fintech
4417;Fintech
4418;EdTech
4419;Entertainment
4420;Health & Fitness
4421;Consulting
4422;Automotive
4423;Other
4424;Fintech
4425;IT
4426;Entertainment
4427;Automotive
4428;Fintech
4429;Fintech
4430;Retail
4431;Logistics & Supply Chain
4432;Consulting
4433;Hospitality
4434;EdTech
4435;SaaS
4436;Automotive
4437;Fintech
4438;Platforms & Social Media
4439;IT
4440;Automotive
4441;Fashion
4442;Fintech
4443;SaaS
4444;EdTech
4445;EdTech
4446;Food & Beverages
4447;SaaS
4448;Health & Fitness
4449;Fintech
4450;EdTech
4451;Fintech
4452;Health & Fitness
4453;Platforms & Social Media
4454;EdTech
4455;Automotive
4456;SaaS
4457;Other
4458;Food & Beverages
4459;IT
4460;IT
4461;Automotive
4462;Fintech
4463;EdTech
4464;SaaS
4465;Retail
4466;Health & Fitness
4467;EdTech
4468;Fintech
4469;IT
4470;SaaS
4471;IT
4472;Entertainment
4473;EdTech
4474;Logistics & Supply Chain
4475;Entertainment
4476;Gaming
4477;Health & Fitness
4478;Consulting
4479;Agritech
4480;Fashion
4481;Food & Beverages
4482;SaaS
4483;IT
4484;Fintech
4485;Fintech
4486;SaaS
4487;EdTech
4488;Health & Fitness
4489;Entertainment
4490;Agritech
4491;Food & Beverages
4492;EdTech
4493;SaaS
4494;Health & Fitness
4495;Fashion
4496;EdTech
4497;Fintech
4498;IT
4499;Fintech
4500;EdTech
4501;AI
4502;Other
4503;Automotive
4504;SaaS
4505;Other
4506;EdTech
4507;E-commerce
4508;Health & Fitness
4509;Retail
4510;EdTech
4511;Food & Beverages
4512;SaaS
4513;Technology
4514;IT
4515;Fintech
4516;Health & Fitness
4517;Health & Fitness
4518;Other
4519;SaaS
4520;Fintech
4521;Logistics & Supply Chain
4522;Fashion
4523;IT
4524;IT
4525;Food & Beverages
4526;Agritech
4527;Other
4528;Technology
4529;Logistics & Supply Chain
4530;Consulting
4531;Food & Beverages
4532;Fintech
4533;EdTech
4534;Fintech
4535;E-commerce
4536;Fintech
4537;Other
4538;SaaS
4539;Hospitality
4540;Other
4541;Fintech
4542;Retail
4543;Food & Beverages
4544;Consulting
4545;Fintech
4546;Automotive
4547;Logistics & Supply Chain
4548;SaaS
4549;Health & Fitness
4550;Energy
4551;IT
4552;Health & Fitness
4553;SaaS
4554;Entertainment
4555;Retail
4556;Other
4557;Fintech
4558;Other
4559;Other
4560;Energy
4561;Automotive
4562;Fintech
4563;EdTech
4564;Platforms & Social Media
4565;IT
4566;Food & Beverages
4567;SaaS
4568;Other
4569;Other
4570;IT
4571;IT
4572;Automotive
4573;SaaS
4574;Other
4575;Consulting
4576;Other
4577;SaaS
4578;IT
4579;Fintech
4580;Fintech
4581;Other
4582;Fintech
4583;Fintech
4584;Fintech
4585;EdTech
4586;SaaS
4587;EdTech
4588;Fintech
4589;Health & Fitness
4590;Marketplace
4591;EdTech
4592;Real Estate
4593;IT
4594;Fintech
4595;Fintech
4596;SaaS
4597;Fintech
4598;Real Estate
4599;Technology
4600;Automotive
4601;Entertainment
4602;Automotive
4603;Other
4604;Fintech
4605;EdTech
4606;EdTech
4607;EdTech
4608;Food & Beverages
4609;SaaS
4610;Fintech
4611;Fintech
4612;Health & Fitness
4613;Other
4614;Automotive
4615;EdTech
4616;Fintech
4617;SaaS
4618;Agritech
4619;IT
4620;Fintech
4621;SaaS
4622;IT
4623;Automotive
4624;Other
4625;Platforms & Social Media
4626;Automotive
4627;Automotive
4628;Fintech
4629;EdTech
4630;Entertainment
4631;IT
4632;Fintech
4633;Fintech
4634;SaaS
4635;Other
4636;Health & Fitness
4637;IT
4638;Entertainment
4639;Platforms & Social Media
4640;Automotive
4641;Health & Fitness
4642;Fintech
4643;EdTech
4644;Retail
4645;Health & Fitness
4646;Fintech
4647;IT
4648;SaaS
4649;Automotive
4650;Platforms & Social Media
4651;Fintech
4652;Real Estate
4653;EdTech
4654;Health & Fitness
4655;Platforms & Social Media
4656;EdTech
4657;SaaS
4658;Fintech
4659;E-commerce
4660;Platforms & Social Media
4661;SaaS
4662;IT
4663;IT
4664;E-commerce
4665;Real Estate
4666;E-commerce
4667;Health & Fitness
4668;E-commerce
4669;Logistics & Supply Chain
4670;SaaS
4671;EdTech
4672;SaaS
4673;Logistics & Supply Chain
4674;SaaS
4675;Platforms & Social Media
4676;Logistics & Supply Chain
4677;Fintech
4678;Food & Beverages
4679;Fashion
4680;IT
4681;Fashion
4682;Automotive
4683;Food & Beverages
4684;SaaS
4685;Food & Beverages
4686;Automotive
4687;SaaS
4688;Fintech
4689;Food & Beverages
4690;Other
4691;E-commerce
4692;Health & Fitness
4693;Fintech
4694;Other
4695;IT
4696;Fintech